url,title,text,topic,tags,author
https://lenta.ru/news/2023/10/23/model-victoria-s-secret-pokazala-telo-v-kupalnike/,Модель Victoria's Secret показала тело в купальнике,"Кадр: @devwindsor Американская манекенщица Девон Виндзор поделилась с фанатами видео в откровенном наряде. Соответствующая публикация появилась на ее странице в TikTok. 29-летняя модель Victoria's Secret показала тело в купальнике оранжевого цвета с золотистой отделкой. На размещенных кадрах знаменитость позировала перед камерой с распущенными волосами, отказавшись от макияжа. Кроме того, она надела полосатую рубашку и ожерелье из ракушек. Свой образ она дополнила винтажными солнцезащитными очками и сумкой Prada. «В Майами всегда лето!» — подписала свой пост Виндзор. Ранее в октябре британская супермодель Наоми Кэмпбелл снялась в откровенном наряде бренда Louis Vuitton для ноябрьского номера корейской версии журнала Vogue. 53-летняя манекенщица предстала перед камерой в полупрозрачном боди с декором в виде металлических колец на груди, которую частично прикрывали ее распущенные волосы.",,Ценности,Карина Черных
https://lenta.ru/news/2023/10/23/umer-rossiyskiy-bloger-dyadya-slava/,Умер российский блогер Дядя Слава,"Кадр: YouTube канал «Дядя Слава нарезки» Умер российский блогер Дядя Слава (настоящее имя Станислав Андреев). Ему было 56 лет. Об этом сообщается в официальном Telegram-канале блогера. Отмечается, что Дядя Слава ушел из жизни 22 октября около девяти часов вечера. Последние годы мужчина боролся с онкологическим заболеванием. «Он сталкивался с болями, которые прожигают не только тело, но и душу с разумом. Но разум оставался с ним до самого конца. И даже в такие моменты он подмигивал, как бы говоря ""не беспокойся"", улыбался, интересовался как дела у нас, у вас, у других людей. Юморил, хулиганил, ну вы знаете его», — говорится в сообщении. Также отмечается, что покойный до последнего смеялся над шутками, не унывал, не расстраивался и никогда не производил он никогда впечатление безнадежного больного из-за своего настроя. Ранее сообщалось, что на 80-м году жизни скончалась актриса из фильма «Аты-баты, шли солдаты…» Нина Кирьякова.",,Интернет и СМИ,Екатерина Подвигина
https://lenta.ru/news/2023/10/22/poyavilis-podrobnosti-popytki-otravit-rossiyskih-letchikov-pri-pomoschi-torta/,Появились подробности попытки отравить российских летчиков при помощи торта,"Фото: Telegram-канал Fighterbomber Появились подробности попытки отправить летчиков из Армавирского военного авиационного училища при помощи торта. Кондитерское изделие и ящик алкоголя были доставлены к ресторану, где летчики собирались отметить 20-летие выпуска, утром, когда никого из выпускников там еще не было. Об этом сообщает издание Baza. Отмечается, что сейчас оперативники ищут кондитеров, которые изготовили торт, а также других соучастников возможной неудавшейся диверсии. О попытке отравить выпускников Армавирского училища стало известно накануне. По данным Telegram-канала Fighterbomber, к диверсии могло иметь отношение Главное управление разведки (ГУР) Украины. Сообщается, что летчики собрались в ресторане, чтобы отметить 20-летие со дня выпуска. В ходе празднования было решено съесть торт, однако участников банкета насторожило, что они не смогли узнать, от чьего лица было доставлено кондитерское изделие. Возможным доставщиком оказался уроженец Мелитополя, его задержали в аэропорту Ставрополя при попытке вылететь в Москву.",,Силовые структуры,Марина Совина
https://lenta.ru/news/2023/10/23/stali-izvestny-artisty-uchastniki-pesni-goda/,Стали известны артисты-участники «Песни года»,"Фото: Виталий Белоусов / РИА Новости 2 декабря в Москве во дворце спорта «Мегаспорт» пройдет запись традиционного фестиваля «Песня года». Уже известен список артистов, которые примут участие в шоу. Об этом сообщает KP.RU. На сцене появятся завсегдатаи фестиваля Григорий Лепс, Ирина Аллегрова, Полина Гагарина, Николай Басков, Лев Лещенко, Игорь Николаев, Дмитрий Маликов, Дима Билан, Сосо Павлиашвили, Алсу, Лолита. Также выступят Ирина Дубцова, Юлия Савичева и Anna Asti. Также в список попали Клава Кока, Люся Чеботина и Ваня Дмитриенко, известный по песне «Венера — Юпитер». Второй раз за свою карьеру в фестивале примет участие SHAMAN. Ранее сообщалось, что самыми популярными музыкальными композициями у россиян этой осенью стали треки певицы Anna Asti и группы «Король и шут», вновь оказавшейся в тренде на фоне успеха одноименного биографического сериала. В сентябре абоненты устанавливали их себе на мобильные номера вместо гудков активнее всего. Об этом свидетельствует исследование, проведенное «МегаФоном» на основе данных сервиса «Замени гудок».",,Культура,Екатерина Подвигина
https://lenta.ru/news/2023/10/23/razboy/,Раскрыты подробности задержания пытавшегося отравить пилотов курьера,"Фото: Nikolay Gyngazov / Global Look Press Курьера, пытавшегося отравить тортом выпускников летного училища в Армавире, задержали в аэропорту Ставрополя. Об этом сообщает издание Baza. Некий 32-летний Семенов Е. был задержан 21 октября при попытке улететь в Москву дневным рейсом. При этом он был объявлен в розыск по статье УК РФ «Разбой». Предположительно, это было сделано из-за отсутствия доказательств причастности мужчины к инциденту. После задержания его передали оперативникам из Армавира. Об инциденте сообщалось в ночь на 23 октября. Во время празднования в Армавирском высшем военном авиационном Краснознаменном училище летчиков противовоздушной обороны (АВВАКУЛ) 20-летней годовщины выпуска к офицерам приехал курьер и передал 20-килограмовый десерт и ящик спиртного с сильнодействующим ядом.",,Силовые структуры,Марина Совина
https://lenta.ru/news/2023/10/23/v-rezultate-palestino-izrailskogo-konflikta-pogibli-10-grazhdan-britanii/,Стало известно о гибели 10 британцев в результате эскалации в Израиле,"Фото: Mohammed Salem / Reuters В результате эскалации палестино-израильского конфликта погибли по меньшей мере десять граждан Великобритании. Такие цифры приводит телеканал Sky News. Сообщается, что подтвердилась смерть 16-летней британки, которая пропала вместе с семьей после атаки палестинской группировки ХАМАС на кибуц Беэри 7 октября. По данным телеканала, сестра и мать девушки также погибли, а ее отец числится пропавшим без вести. Ранее посольства России в Израиле сообщило, что в ходе атаки ХАМАС погибли четыре россиянина, еще шестеро пропали.",СюжетВойна Израиля с ХАМАС,Мир,Марина Совина
https://lenta.ru/news/2023/10/23/figuristka-drobyazko-obzhaluet-reshenie-o-lishenii-grazhdanstva-litvy/,Фигуристка Дробязко обжалует решение о лишении гражданства Литвы,"Фото: Komsomolskaya Pravda / Global Look Press Фигуристка Маргарита Дробязко заявила, что подала жалобу на указ президента Литвы о лишении ее гражданства. Об этом она сообщила в Instagram (запрещен в РФ; принадлежит корпорации Meta, признанной экстремистской и запрещенной в России). «Сегодня я рада сообщить, что нашла силы бороться за то, что считаю правильным и важным», — написала она. Фигуристка отметила, что Департамент государственной безопасности Литвы пришел к выводу, что она не представляет никакой угрозы национальной безопасности страны. Несмотря на это, президент Республики Гитанас Науседа подписал указ о лишении Дробязко гражданства. Спортсменка также напомнила, что уже описывала свою позицию по данному вопросу и объясняла причины, по которым считала решение литовских властей неправомерным и несправедливым. «Я знаю, что меня поддерживает большинство литовцев, ставших за те тридцать лет, что я являюсь гражданкой Литвы, такими же близкими для меня людьми, как и живущие на моей исторической родине — в России», — добавила бронзовый призер чемпионата мира по фигурному катанию. Дробязко приняла гражданство Литвы в 1993 году. Вместе с супругом Повиласом Ванагасом она пять раз представляла страну на Олимпийских играх в соревнованиях танцевальных дуэтов. 15 сентября стало известно, что президент Литвы Гитанас Науседа лишил Дробязко гражданства. Причиной стало выступление спортсменки в шоу Навки в России. В свою очередь, фигуристка заявила, что не готова была отказаться от России ради сохранения литовского паспорта.",,Спорт,Ксения Назарова
https://lenta.ru/news/2023/10/23/reduction/,Девушка уменьшила грудь из-за насмешек и снова столкнулась с хейтом,"Фото: @amba.rose Девушка с огромным размером груди уменьшила ее и столкнулась с хейтом. Об этом она рассказала Daily Mail. 23-летняя Амбра Роуз из Великобритании с подросткового возраста испытывала трудности из-за необычайно большого размера груди. Она носила чашку размера L, и одноклассники часто дразнили ее и намекали, что она толстая. После окончания школы Роуз начала получать унизительные комментарии на своих страницах в социальных сетях. К тому же у девушки сильно болела спина из-за размера груди. Даже когда я повзрослела и поступила в университет, люди не смотреои мне в глаза — они пялились на мою грудь. Я заходила в аудиторию и слышала, как меня обсуждают. И если я общалась с парнями, девочкам это не нравилось и они начинали вести себя со мной иначе Роуз мечтала уменьшить грудь с 15 лет, но ей долго отказывали в этом, считая, что показаний для хирургического вмешательства нет. После долгих лет споров с врачами и согласований девушка наконец смогла получить государственную квоту и направление на операцию в 2021 году. В июле ей провели редукцию обеих молочных желез, уменьшив их размер с L до E. Уменьшение груди положительно повлияло как на физическое самочувствие, так и на психологическое состояние девушки. Она рада, что теперь может заниматься любым спортом и даже прыжками на батуте, у нее не болит спина, а люди не смотрят только на грудь. Девушка по-прежнему восстанавливается после операции, этот процесс может занять от шести месяцев до года. После операции девушка потеряла около шести тысяч подписчиков в соцсетях. Мужчины писали ей, что «теперь она ни на что не годится». Однако Роуз не обращает внимания на хейтеров и считает падение их интереса к ней «неочевидной удачей». Ранее модель с огромной грудью рассказала, что едва не стала причиной аварии из-за своего размера. Мужчина засмотрелся на нее, когда она скакала и верхом и грудь выпала из открытого топа.",,Из жизни,Алиса Дмитриева
https://lenta.ru/news/2023/10/23/rossiyskie-desantniki-unichtozhili-tank-vsu-v-zone-svo/,Российские десантники уничтожили танк ВСУ в зоне СВО,"Фото: Министерство обороны / РИА Новости Российские десантники уничтожили танк украинских войск на запорожском направлении. Танк был обнаружен бойцами армейского спецназа «Осман». Об этом сообщает РИА Новости. На видеокадрах, опубликованных агентством, видно, как танк Вооруженных сил Украины (ВСУ) был обнаружен и сопровождался беспилотником «Османа». Координаты бронемашины были переданы соседнему подразделению. Российские десантники поразили ее при помощи управляемой противотанковой ракеты. После прямого попадания в танке сдетонировал боекомплект, техника была уничтожена.",,Бывший СССР,Екатерина Подвигина
https://lenta.ru/news/2023/10/23/ukrain_conflict/,В США предрекли чудовищные последствия из-за помощи Украине,"Фото: Pavlo Palamarchuk / Stringer / Reuters Продолжение помощи Украине является чудовищным решением, поскольку это не поможет ей победить в конфликте, а только приведет к новым потерям. Такое мнение высказал профессор университета Миссисипи Джозеф Аткинс в эфире YouTube-канала Dialoge Works. По его словам, украинская сторона уже потерпела поражение в конфликте. «Поэтому сохранять их финансирование — это просто чудовищно и аморально», — считает эксперт. Он также обвинил западных политиков в том, что они преследует собственные интересы в конфликте на Украине. Как утверждает Аткинс, Европа, США и НАТО «поставили на кон в украинском конфликте свое политическое будущее». Ранее американский лидер Джо Байден запросил у Конгресса согласование бюджета, в который входит помощь Украине и Израилю на 61,3 миллиарда долларов. Глава государства рассчитывает на поддержку со стороны обеих партий, так как проект отвечает интересам обеих сторон.",,Мир,Марина Совина
https://lenta.ru/news/2023/10/23/vypusknikov-rossiyskogo-letnogo-uchilischa-popytalis-otravit-tortom-kakie-esche-metody-ukraina-ispolzuet-dlya-teraktov/,Выпускников российского летного училища попытались отравить тортом. Какие еще методы Украина использует для терактов?,"Фото: Telegram-канал Fighterbomber Выпускников летного училища в Армавире попытались отравить тортом и алкоголем. Об этом сообщил Telegram-канал Fighterbomber. Во время празднования 20-летней годовщины выпуска в Армавирском высшем военном авиационном Краснознаменном училище летчиков противовоздушной обороны (АВВАКУЛ) к офицерам приехал курьер и передал 20-килограммовый десерт и ящик спиртного. Боевые пилоты попытались установить отправителя, но попытки не увенчались успехом. Заподозрив неладное, уже порезанный торт отправили на проверку. Курьера решили вычислить по камерам и передали кадры спецслужбам. Те нашли злоумышленника в момент покупки билета на самолет. Им оказался 32-летний уроженец Мелитополя Е. Семенов. Он был задержан при попытке улететь в Москву дневным рейсом. При этом мужчину объявляли в розыск по статье УК РФ «Разбой». Предположительно, это было сделано из-за отсутствия доказательств причастности мужчины к инциденту. После задержания его передали оперативникам из Армавира. Позднее курьер рассказал, что в сделанный в Армавире торт и алкоголь был подмешан сильнодействующий яд. Никто из 77 гостей праздника не успел употребить отраву. Fighterbomber указал, что причастным к инциденту является Главное управление разведки (ГУР) Украины. Сейчас оперативники ищут кондитеров, которые изготовили торт, а также других соучастников возможной неудавшейся диверсии. Ставропольский суд арестовал Семенова на 15 суток. На него полиция составила протокол за мелкое хулиганство. За это время следователям предстоит выяснить все детали случившегося. Между тем появились подробности произошедшего от участника праздничного мероприятия. Подполковник запаса Сергей Литвинов рассказал, что летчиков спасла бдительность одного из офицеров. По его словам, в конце вечера один из сотрудников ресторана объявил, что курьер привез летчикам многоэтажный торт с надписью «Армавирское ВАУЛ» и эмблемой училища, а также несколько ящиков спиртного. Отправителем подарка курьер назвал неких ветеранов вуза, которые таким образом решили поздравить летчиков. Они обрадовались торту, начали фотографироваться на его фоне, а после разрезали и стали раскладывать по тарелкам. В последний момент один из офицеров криком остановил гостей от поедания десерта. Отставить! Торт вон! Бутылки вон! Он обратился к администрации ресторана и стал смотреть записи с камеры видеонаблюдения на входе. Она зафиксировала лицо курьера, фотографию которого разослали сослуживцам и коллегам из МВД России. 10 июля в Краснодаре киллер выстрелил в замначальника городского отдела по мобилизационной работе Станислава Ржицкого. Бывшего 42-летнего командира подлодки «Краснодар» подкараулили, когда тот отправился на утреннюю пробежку. Украинские СМИ обвиняли погибшего в причастности к запуску ракет «Калибр» по объектам на территории Украины. Преступника оперативно задержали. Им оказался бывший президент Федерации карате-до Украины, уроженец Сумской области Сергей Денисенко. При задержании у него обнаружили пистолет с глушителем. 2 апреля в Санкт-Петербурге был взорван военкор Владлен Татарский (настоящее имя — Максим Фомин) во время его творческого вечера. Кроме него еще 40 человек получили ранения разной тяжести. Произошедшее было квалифицировано как теракт. Взрывное устройство находилось в статуэтке, которую на мероприятие принесла бывшая активистка Фонда борьбы с коррупцией (ФБК) Алексея Навального (включен в список террористов и экстремистов; учрежденный им ФБК включен Минюстом в реестр организаций, выполняющих функции иностранного агента, признан экстремистской организацией и запрещен в России) Дарья Трепова. На допросе девушка призналась, что познакомилась в сети с неким активистом, который предложил ей переехать в Киев и стать редактором медиаресурса, но сначала она должна была пройти «стажировку». Одним из заданий стала передача статуэтки Татарскому. 6 мая автомобиль Audi Q7, в котором ехал писатель Захар Прилепин, был взорван в деревне Пионерское, расположенной в 30 километрах от города Бор Нижегородской области. Вместе с писателем ехала и его дочь, но девочка вышла из авто раньше. После остановки, примерно через 100 метров пути, произошел взрыв. Писатель получил ранения обеих ног. В августе 2022 года был взорван автомобиль, в котором находилась журналистка Дарья Дугина. Дочь известного философа Александра Дугина возвращалась с фестиваля «Традиция» на машине, в которой должен был ехать ее отец. Непосредственным исполнителем теракта стала боец бригады «Азов» (запрещенная в России террористическая организация) Наталья Вовк, которая следила за журналисткой и арендовала квартиру в ее доме. Позднее она скрылась в Европе. Впоследствии руководитель ГУР Министерства обороны Украины Кирилл Буданов подтвердил, что ведомство причастно к подрывам российских медийных лиц. Очень много уже кого достали. Есть такие медийные, публичные случаи, которые становятся достоянием общественности Также Буданов пригрозил новыми ударами по Крыму словами «еще увидите». Он заявил, что киевские власти хотят уничтожать на полуострове то, что относится к России.",,Силовые структуры,Марина Совина
https://lenta.ru/news/2023/10/23/na-ukraine-soobschili-o-vzryvah-v-odesse/,На Украине сообщили о взрывах в Одессе,"Фото: Viacheslav Onyshchenko / Keystone Press Agency / Global Look Press В Одессе в ночь на 23 октября произошло несколько взрывов, работает система противовоздушной обороны (ПВО). Об этом сообщает местное издание «Думская» в Telegram. «Остаемся в укрытиях до отбоя», — говорится в сообщении. Согласно данным онлайн-карты Министерства цифровой трансформации Украины, в Одесской, Николаевской, Днепропетровской и Кировоградской областях, а также на подконтрольных Киеву частях Херсонской и Запорожской областей прозвучала воздушная тревога. Ранее истребительной авиации Военно-космических сил (ВКС) России удалось сбить в районе Одессы украинский бомбардировщик Су-24. В Минобороны РФ отметили, что объединенной группировке российских войск удалось нанести поражение живой силе и технике Вооруженных сил Украины (ВСУ) в 118-ти районах. Утром 17 октября в Одесской области была объявлена воздушная тревога, сообщалось о взрывах.",СюжетВзрывы в Одессе:,Бывший СССР,Марина Совина
